"lga","acc_year","acc_month","acc_nos","acc_vehicles","acc_persons","acc_cyclists","acc_females","acc_males","acc_deaths","acc_injs","acc_avgage","acc_avgsev","acc_lat","acc_long","acc_citydist","acc_date","acc_genderbal"
"Campaspe","2009","3","11","16","29","0","12","16","0","14","33.0345","1.8182","-36.252297284741125","144.905249633701","173.57027458846667","15/03/2009","4"
"Moonee Valley","2009","3","24","47","59","2","23","31","0","33","37.5179","1.5417","-37.747425722127694","144.90714485839234","8.618989548668116","15/03/2009","8"
"Moreland","2009","3","41","74","101","5","32","60","0","50","29.9474","1.3659","-37.73635580030954","144.95074337084029","8.522336002321664","15/03/2009","28"
"Melbourne","2009","3","71","136","177","28","58","94","0","81","31.7576","1.5070","-37.81100611206885","144.96123528542353","0.20447610894383766","15/03/2009","36"
"Port Phillip","2009","3","38","70","87","10","24","48","0","47","37.3867","1.4737","-37.856301346896366","144.97549178754406","5.038528761521758","15/03/2009","24"
"Yarra","2009","3","42","83","102","25","38","56","0","44","34.0707","1.1429","-37.805093224771745","144.99348860217643","3.0457737632204807","15/03/2009","18"
"Darebin","2009","3","36","70","93","5","33","46","3","36","35.1905","1.4444","-37.741246385585285","145.0092786243907","9.036176289952882","15/03/2009","13"
"Bayside","2009","3","10","22","29","2","15","12","0","13","27.0690","1.2000","-37.93035068883303","145.01030423273284","13.809425376518044","15/03/2009","-3"
"Stonnington","2009","3","29","56","67","5","22","35","0","33","38.6034","1.4483","-37.856248097563466","145.0233899744667","7.372328725959458","15/03/2009","13"
"Mitchell","2009","3","15","23","34","0","11","23","0","22","36.4412","1.5333","-37.229763010815304","145.02584331888607","65.07095696891524","15/03/2009","12"
"Whittlesea","2009","3","30","54","81","3","37","36","2","42","33.5000","1.4667","-37.64743867734713","145.0398766461617","19.6615555230651","15/03/2009","-1"
"Glen Eira","2009","3","19","36","51","3","21","28","1","24","35.7755","1.3684","-37.895548092558485","145.0443305802424","11.815555573308933","15/03/2009","7"
"Boroondara","2009","3","31","56","67","8","27","31","0","38","36.2295","1.4194","-37.81729584982024","145.05287931932344","8.161294334043394","15/03/2009","4"
"Banyule","2009","3","20","36","52","1","21","23","0","27","35.3913","1.4000","-37.74131219358243","145.0611912848493","11.905716731731125","15/03/2009","2"
"Mornington Peninsula","2009","3","23","38","51","4","18","30","1","31","40.9200","1.5217","-38.29413933874881","145.0616096360342","54.27250236785575","15/03/2009","12"
"Kingston","2009","3","26","46","71","3","20","43","0","37","35.6615","1.5000","-37.99071538577856","145.09424090241157","23.032500354136786","15/03/2009","23"
"Monash","2009","3","38","77","100","4","43","52","0","46","35.9588","1.3158","-37.89454824843766","145.13169109680632","17.600084472187145","15/03/2009","9"
"Frankston","2009","3","28","55","67","9","35","31","0","38","36.7612","1.4643","-38.1375666972046","145.15478625012466","39.955509661726445","15/03/2009","-4"
"Whitehorse","2009","3","28","48","71","0","32","32","0","38","37.2615","1.4286","-37.826785759113186","145.15546334014735","17.227053307371218","15/03/2009","0"
"Manningham","2009","3","15","30","40","0","17","21","0","17","34.3333","1.4000","-37.77031607943268","145.15641929241866","17.876141324670627","15/03/2009","4"
"Strathbogie","2009","3","2","3","4","0","1","3","0","2","36.7500","1.5000","-36.75728761529314","145.17140254651974","118.82819851453942","15/03/2009","2"
"Greater Dandenong","2009","3","41","80","115","3","40","69","0","49","37.9107","1.3902","-37.983863318717916","145.19390754057363","27.985076684505938","15/03/2009","29"
"Nillumbik","2009","3","7","11","14","0","5","9","1","7","40.4286","1.5714","-37.65986805066501","145.21141659140105","27.870074990855052","15/03/2009","4"
"Knox","2009","3","20","37","53","0","18","32","1","24","35.3725","1.5000","-37.88591754771116","145.25634023135723","27.252144940653757","15/03/2009","14"
"Maroondah","2009","3","26","57","70","2","31","33","0","35","35.9846","1.2692","-37.80769103885912","145.26351065014697","26.65480775390184","15/03/2009","2"
"Casey","2009","3","52","95","138","2","55","77","0","67","33.9167","1.4038","-38.03825232941556","145.28315898140585","37.84187704139642","15/03/2009","22"
"Greater Shepparton","2009","3","21","34","61","0","25","26","0","38","34.3462","1.5238","-36.413757580943454","145.34134698363266","159.1778540866376","15/03/2009","1"
"Yarra Ranges","2009","3","36","51","78","0","24","46","0","45","32.1757","1.5833","-37.801567823363975","145.42770449357909","41.09352965576404","15/03/2009","22"
"Cardinia","2009","3","13","19","23","0","10","13","0","18","33.3043","1.3077","-38.09610059072785","145.49185055612085","56.27292913252507","15/03/2009","3"
"Bass Coast","2009","3","8","14","22","0","11","11","0","19","41.6364","1.2500","-38.504515597614734","145.5176585702281","91.07480862555944","15/03/2009","0"
"Moira","2009","3","11","17","27","0","10","17","3","17","40.9259","2.0909","-36.02366767413574","145.58823606903968","206.61030982921417","15/03/2009","7"
"Murrindindi","2009","3","4","4","7","0","0","6","0","4","59.3333","1.7500","-37.20493719159209","145.59454749768798","87.73388277882879","15/03/2009","6"
"South Gippsland","2009","3","9","13","18","0","8","10","0","16","33.3889","1.4444","-38.521553550424535","145.94416418540396","116.67780060691102","15/03/2009","2"
"Benalla","2009","3","4","10","13","0","7","6","0","6","43.0769","1.5000","-36.55775614455569","145.97741671968424","166.1034873052962","15/03/2009","-1"
"Baw Baw","2009","3","10","16","18","0","4","12","0","12","35.4444","1.2000","-38.033735336389704","146.01481328993435","95.71893099294576","15/03/2009","8"
"Mansfield","2009","3","6","7","9","0","5","4","0","8","39.4444","1.3333","-36.993243221641066","146.02387422999257","130.87909414278056","15/03/2009","-1"
"Wangaratta","2009","3","6","8","11","0","4","7","0","9","25.9091","1.8333","-36.491798944818306","146.33258395768345","190.69189025528198","15/03/2009","3"
"Latrobe","2009","3","8","10","18","0","9","7","0","13","24.0588","1.3750","-38.237060821957556","146.42249086300575","136.50563933907978","15/03/2009","-2"
"Indigo","2009","3","2","3","4","0","3","1","0","2","45.0000","1.5000","-36.08234108705414","146.60680579203648","241.71339959030036","15/03/2009","-2"
"Wellington","2009","3","16","19","25","1","9","16","0","21","38.4000","1.6250","-38.15812864116838","146.81408258178018","166.95497550497865","15/03/2009","7"
"Wodonga","2009","3","7","13","21","1","10","10","0","8","26.9000","1.2857","-36.11732895049232","146.89001007968588","254.8074846296044","15/03/2009","0"
"Alpine","2009","3","4","4","5","0","3","2","0","4","39.4000","1.5000","-36.723514579947576","146.9122086060322","210.95256081533591","15/03/2009","-1"
"Towong","2009","3","7","8","10","0","1","9","0","8","34.3000","1.5714","-36.13866165277507","147.44061713474636","288.4221059900732","15/03/2009","8"
"East Gippsland","2009","3","9","11","21","0","8","13","2","14","29.6667","1.7778","-37.59588984548936","148.02446435760476","270.644957536545","15/03/2009","5"
"Glenelg","2009","4","6","10","22","1","8","13","4","15","35.6364","1.5000","-38.25193810327329","141.63019427172154","295.69740915790396","15/04/2009","5"
"Hindmarsh","2009","4","1","1","4","0","3","1","0","3","16.5000","2.0000","-36.45640336009232","142.03298302462733","300.101821541379","15/04/2009","-2"
"Mildura","2009","4","12","20","28","3","11","17","0","15","28.7857","1.1667","-34.314296133775585","142.0717889144632","467.6161609569166","15/04/2009","6"
"Southern Grampians","2009","4","3","5","5","1","0","3","0","3","34.6000","1.3333","-37.714115343832965","142.14778781298335","247.4541108253599","15/04/2009","3"
"Horsham","2009","4","3","6","7","2","3","4","0","3","36.0000","1.0000","-36.720530819543384","142.2005622922842","272.71285447894365","15/04/2009","1"
"Warrnambool","2009","4","4","7","12","1","7","3","0","5","39.3636","1.5000","-38.379461541495246","142.487643453562","225.34943927796107","15/04/2009","-4"
"Moyne","2009","4","7","9","13","0","4","9","0","10","44.0000","1.4286","-38.24736455142726","142.59811123587244","212.45011730174653","15/04/2009","5"
"Yarriambiack","2009","4","1","1","1","0","1","0","1","0","52.0000","3.0000","-36.18310553335698","142.63323399604587","274.8176618712213","15/04/2009","-1"
"Northern Grampians","2009","4","3","4","3","0","1","2","0","3","54.6667","1.6667","-36.93116142335996","142.83134758748906","212.11394453250531","15/04/2009","1"
"Ararat","2009","4","3","3","3","0","0","3","0","3","39.3333","1.6667","-37.41978665910739","142.90894184474354","185.87143227572852","15/04/2009","3"
"Corangamite","2009","4","3","3","5","0","0","4","0","4","32.7500","1.6667","-38.44182234612234","142.93191006462493","190.70296328078194","15/04/2009","4"
"Buloke","2009","4","2","3","5","0","0","5","0","3","39.0000","2.0000","-36.03084769977038","142.99769683481168","263.97054242092025","15/04/2009","5"
"Pyrenees","2009","4","1","2","5","0","3","2","0","5","20.4000","2.0000","-37.63225254278701","143.2605691357402","150.82220764384982","15/04/2009","-1"
"Swan Hill","2009","4","3","6","8","0","3","5","0","5","55.1250","1.6667","-35.35700278822969","143.55732694980324","300.4006104728515","15/04/2009","2"
"Colac-Otway","2009","4","10","12","35","0","8","25","1","18","27.8235","1.5000","-38.56483793850821","143.57033134099393","147.4755872060789","15/04/2009","17"
"Central Goldfields","2009","4","1","1","1","0","0","1","0","1","18.0000","1.0000","-36.74548356195718","143.6664888465051","164.86544961753052","15/04/2009","1"
"Ballarat","2009","4","17","26","36","1","19","14","0","22","33.3529","1.3529","-37.55656311572288","143.85166089818597","101.61614681830399","15/04/2009","-5"
"Golden Plains","2009","4","5","6","9","0","2","7","0","9","37.2222","1.8000","-37.90833149108632","143.86203794961062","96.98813208102094","15/04/2009","5"
"Loddon","2009","4","2","5","8","0","1","6","0","6","26.3750","2.0000","-36.6717051395446","143.92617359136244","156.43419029044202","15/04/2009","5"
"Surf Coast","2009","4","5","7","7","0","2","4","0","6","26.5714","1.6000","-38.398503430106615","144.1471278869904","96.45878873802555","15/04/2009","2"
"Gannawarra","2009","4","2","3","5","0","2","3","0","4","32.2000","2.0000","-35.76208013872481","144.17206823157605","238.56485096168592","15/04/2009","1"
"Hepburn","2009","4","3","6","8","0","2","3","0","5","20.7500","2.0000","-37.354069283751876","144.19044444903193","84.85450565026585","15/04/2009","1"
"Mount Alexander","2009","4","3","4","5","0","2","3","0","4","33.4000","1.0000","-36.99559543886181","144.25004831281038","110.39923665408459","15/04/2009","1"
"Moorabool","2009","4","6","9","12","0","2","10","1","7","42.9167","2.0000","-37.65854614732998","144.30718683023585","59.922660244288735","15/04/2009","8"
"Greater Bendigo","2009","4","18","27","45","0","20","21","0","29","29.9524","1.5556","-36.76580767656575","144.33701935247265","128.79482872440545","15/04/2009","1"
"Greater Geelong","2009","4","50","89","123","6","49","68","2","66","32.5167","1.4400","-38.132252824133914","144.38285978040702","61.83661772220069","15/04/2009","19"
"Macedon Ranges","2009","4","12","18","20","1","9","9","2","10","33.2000","1.5833","-37.34192568024991","144.57087982272117","62.58107813344947","15/04/2009","0"
"Melton","2009","4","13","21","26","0","9","16","1","15","31.7200","1.6923","-37.713310181983566","144.67657270004202","27.26583359011212","15/04/2009","7"
"Wyndham","2009","4","22","40","58","1","26","31","0","30","32.7759","1.6364","-37.874035936862555","144.70480868091107","23.438620256495604","15/04/2009","5"
"Brimbank","2009","4","23","40","50","0","15","29","0","27","32.7021","1.5652","-37.754303322359824","144.8103416479873","14.67718435617813","15/04/2009","14"
"Hobsons Bay","2009","4","14","23","35","3","11","22","0","18","34.0000","1.5000","-37.84794461816018","144.850208519392","10.424059780365853","15/04/2009","11"
"Campaspe","2009","4","12","15","26","0","10","16","0","18","24.4231","1.7500","-36.35411209484113","144.85235553051893","162.46219721545825","15/04/2009","6"
"Hume","2009","4","34","60","87","3","28","49","0","40","30.0602","1.4118","-37.64615112808098","144.8771913277896","19.89844977567588","15/04/2009","21"
"Maribyrnong","2009","4","22","40","51","2","17","26","0","25","41.2500","1.5909","-37.795655471712045","144.88447538273974","6.9122248385088465","15/04/2009","9"
"Moonee Valley","2009","4","20","34","47","2","16","24","0","22","29.1556","1.2500","-37.75262718843982","144.90403114731126","8.29800266797816","15/04/2009","8"
"Moreland","2009","4","28","55","81","4","27","44","0","38","31.8052","1.3571","-37.73748284192169","144.95265791705933","8.382704769355136","15/04/2009","17"
"Melbourne","2009","4","77","131","197","16","65","95","1","87","31.1977","1.4416","-37.81173203306546","144.96152656647078","0.15666938982476772","15/04/2009","30"
"Port Phillip","2009","4","22","40","52","7","12","34","0","24","34.1633","1.3182","-37.85330385763096","144.96655613158856","4.5567342388539105","15/04/2009","22"
"Yarra","2009","4","26","47","60","10","22","31","0","29","35.3214","1.3077","-37.80178713146488","144.98888603341646","2.7972450324033877","15/04/2009","9"
"Bayside","2009","4","15","31","42","3","14","23","0","20","36.5250","1.3333","-37.91878002336447","145.01160678578006","12.637137278280033","15/04/2009","9"
"Darebin","2009","4","28","50","71","8","23","40","0","32","35.6061","1.2857","-37.74012898162033","145.01216573157157","9.26801524710378","15/04/2009","17"
"Stonnington","2009","4","24","43","54","5","22","24","0","30","38.6250","1.4583","-37.8544023806753","145.0222935584773","7.16543820660302","15/04/2009","2"
"Whittlesea","2009","4","30","57","83","4","21","55","0","38","30.1299","1.2333","-37.645847475499686","145.04196290242024","19.892603038108305","15/04/2009","34"
"Glen Eira","2009","4","27","49","63","3","29","31","0","34","32.7049","1.3704","-37.897546563108804","145.04238424047892","11.885130283818599","15/04/2009","2"
"Mornington Peninsula","2009","4","38","63","104","2","52","44","2","58","34.9300","1.4474","-38.31049629425068","145.04945693338698","55.908745472384716","15/04/2009","-8"
"Boroondara","2009","4","30","47","61","9","14","36","0","32","38.3208","1.4333","-37.81518451867394","145.05237447920476","8.105555973959632","15/04/2009","22"
"Mitchell","2009","4","13","17","30","0","18","11","1","21","36.7931","1.3846","-37.17660796532802","145.05429475903512","71.20911195593887","15/04/2009","-7"
"Banyule","2009","4","23","42","50","3","20","22","1","30","34.1860","1.3913","-37.72994843271485","145.07405113538357","13.592293654895517","15/04/2009","2"
"Kingston","2009","4","37","72","91","7","33","52","0","42","36.5682","1.4054","-37.977874870332926","145.09305711334662","21.761903169404622","15/04/2009","19"
"Monash","2009","4","38","75","103","1","43","52","2","48","38.6598","1.4474","-37.89457424222652","145.13750490279435","18.04024652200243","15/04/2009","9"
"Manningham","2009","4","14","26","33","3","6","25","0","16","38.8125","1.2143","-37.767844682764824","145.14349339926775","16.86242628824613","15/04/2009","19"
"Frankston","2009","4","17","33","47","0","18","27","1","23","34.6667","1.7059","-38.13928058301509","145.14843066195735","39.89420017391181","15/04/2009","9"
"Whitehorse","2009","4","15","29","42","3","25","15","0","24","40.3500","1.3333","-37.825367059927075","145.15280259594982","16.98061394474853","15/04/2009","-10"
